Element1,Element2,Pair,Hmix_BCC_eV,Hmix_FCC_eV,Hmix_HCP_eV,Hmix_BCC_kJ_mol,Hmix_FCC_kJ_mol,Hmix_HCP_kJ_mol,avg mixing enthalpy in kJ per mole
Re,Rh,Re-Rh,-1.119155357,-0.356244914,-0.547927189,-107.9820852,-34.37241163,-52.8669411,-65.07381264
Re,Ru,Re-Ru,-1.255576199,-0.14099996,-0.254917965,-121.1446964,-13.60442908,-24.59584653,-53.11499068
Re,Sb,Re-Sb,0.529473553,1.816724164,1.556792892,51.08643573,175.2872486,150.2076915,125.5271253
Re,Sc,Re-Sc,-0.793183535,0.391067441,0.419657911,-76.53058306,37.73227503,40.49083625,0.564176075
Re,Si,Re-Si,-1.491111486,-0.920054593,-0.824210371,-143.8703987,-88.77178018,-79.5242179,-104.0554656
Re,Sn,Re-Sn,0.746051831,2.06530336,2.110126444,71.9830646,199.2714969,203.5962674,158.2836096
Re,Ta,Re-Ta,-1.298783918,-0.390509008,-0.343702,-125.3136079,-37.67839436,-33.16220433,-65.38473552
Re,Te,Re-Te,0.790528277,1.411758165,1.345939051,76.27438963,136.2139665,129.863387,114.1172477
Re,Ti,Re-Ti,-1.948160034,-0.506495669,-0.440091452,-187.9688832,-48.86940681,-42.46237343,-93.10022115
Re,V,Re-V,-1.536818154,-0.498091025,-0.42743198,-148.2804221,-48.0584819,-41.24091992,-79.19327463
Re,W,Re-W,-0.15625651,-0.23184773,-0.012867793,-15.07646249,-22.36990706,-1.241553334,-12.8959743
Re,Y,Re-Y,0.517398985,1.334595584,1.077713813,49.92141698,128.7689087,103.9835836,94.22463642
Re,Zn,Re-Zn,0.033901295,0.74466268,0.680751365,3.270977975,71.84903187,65.68252691,46.93417892
Re,Zr,Re-Zr,-0.915839734,0.16942216,0.378022371,-88.3651081,16.34675471,36.47361702,-11.84824546
Rh,Ru,Rh-Ru,-1.095582261,-0.059516644,-0.063379322,-105.707627,-5.742483608,-6.11517548,-39.18842869
Rh,Sb,Rh-Sb,-1.598023004,-1.369017482,-1.085329815,-154.1857928,-132.0901173,-104.7184162,-130.3314421
Rh,Sc,Rh-Sc,-3.30796984,-2.351144582,-2.524749446,-319.1705947,-226.8509844,-243.6013087,-263.2076293
Rh,Si,Rh-Si,-3.58679722,-2.50949431,-3.124538361,-346.0733493,-242.1294117,-301.4721461,-296.5583024
Rh,Sn,Rh-Sn,-1.461546586,-0.386172984,-0.892630474,-141.0178193,-37.26003164,-86.12575475,-88.13453523
Rh,Ta,Rh-Ta,-2.055678375,-1.725869209,-1.93429378,-198.3428269,-166.5210774,-186.630993,-183.8316325
Rh,Te,Rh-Te,-1.425330926,-0.755291685,-0.9067921,-137.523539,-72.87457503,-87.49214408,-99.29675271
Rh,Ti,Rh-Ti,-2.928597686,-2.147583745,-2.223906883,-282.5667435,-207.2103478,-214.5744117,-234.7838343
Rh,V,Rh-V,-1.629916444,-1.415622983,-1.59943566,-157.2630422,-136.5868648,-154.3220935,-149.3906668
Rh,W,Rh-W,-0.671268017,-1.04621385,-1.248286915,-64.7675229,-100.944299,-120.4413874,-95.38440311
Rh,Y,Rh-Y,-2.697364632,-2.448338703,-2.219071562,-260.2561437,-236.2287921,-214.1078742,-236.86427
Rh,Zn,Rh-Zn,-1.512527809,-1.050725648,-0.967957696,-145.9367599,-101.3796213,-93.39372743,-113.5700362
Rh,Zr,Rh-Zr,-2.767122062,-1.931547791,-2.016142201,-266.986713,-186.3660454,-194.5281658,-215.9603081
Ru,Sb,Ru-Sb,-0.610653301,0.460503886,0.362134546,-58.91909139,44.43187404,34.94067482,6.817819155
Ru,Sc,Ru-Sc,-2.033811061,-0.916209722,-0.694733585,-196.2329517,-88.40080659,-67.03160616,-117.2217882
Ru,Si,Ru-Si,-2.998724629,-2.017033967,-2.027480491,-289.3329654,-194.6142081,-195.6221445,-226.523106
Ru,Sn,Ru-Sn,-0.142870906,0.767510527,0.624382636,-13.78494797,74.0535142,60.24377095,40.17077906
Ru,Ta,Ru-Ta,-1.77776955,-1.102374406,-0.964939686,-171.5286995,-106.3629694,-93.10253371,-123.6647342
Ru,Te,Ru-Te,-1.068660799,0.294122108,0.677875186,-103.1101005,28.37847154,65.40501782,-3.108870382
Ru,Ti,Ru-Ti,-2.647940739,-1.398899588,-1.105064641,-255.4874625,-134.9733023,-106.6225376,-165.6944341
Ru,V,Ru-V,-1.874256881,-0.954414209,-0.799066598,-180.8383124,-92.08697943,-77.09821234,-116.6745014
Ru,W,Ru-W,-0.484097559,-0.6709342,-0.53325209,-46.70831755,-64.7353144,-51.45100921,-54.29821372
Ru,Y,Ru-Y,-1.000996957,-0.38750015,-0.21794937,-96.58153178,-37.38808372,-21.02891907,-51.66617819
Ru,Zn,Ru-Zn,-1.144335703,-0.138090677,0.066327026,-110.4116193,-13.32372597,6.399585679,-39.11191987
Ru,Zr,Ru-Zr,-1.946978901,-0.759785175,-0.719300101,-187.8549213,-73.30813094,-69.40191483,-110.1883223
Sb,Sc,Sb-Sc,-2.921634777,-2.629060546,-2.84010394,-281.8949249,-253.6658007,-274.0283943,-269.8630399
Sb,Si,Sb-Si,0.102150239,-0.230307959,-0.300445235,9.856000517,-22.2213417,-28.98856065,-13.78463395
Sb,Sn,Sb-Sn,-0.253288685,-0.227672427,-0.249164315,-24.43864489,-21.96705158,-24.04070365,-23.48213337
Sb,Ta,Sb-Ta,0.479010527,-0.292677162,-0.375935865,46.21749361,-28.23905553,-36.27229975,-6.097953892
Sb,Te,Sb-Te,-0.608268689,-1.207327881,-0.695100065,-58.68901125,-116.4894411,-67.06696611,-80.74847282
Sb,Ti,Sb-Ti,-1.497844517,-1.212647946,-1.388497068,-144.5200375,-117.0027494,-133.9696116,-131.8307995
Sb,V,Sb-V,0.468295058,-0.246376101,-0.375751488,45.18360784,-23.7716819,-36.25451003,-4.947528027
Sb,W,Sb-W,1.242358266,0.920141896,0.428131939,119.8693597,88.78020371,41.30845568,83.3193397
Sb,Y,Sb-Y,-3.418401346,-2.914935164,-3.349577359,-329.8256161,-281.2485104,-323.1851103,-311.4197456
Sb,Zn,Sb-Zn,-0.096516332,-0.081566885,-0.117730609,-9.312411157,-7.870008632,-11.35927781,-9.513899201
Sb,Zr,Sb-Zr,-2.237853406,-1.956672434,-2.05021945,-215.9200468,-188.790205,-197.8161207,-200.8421242
Sc,Si,Sc-Si,-2.981613464,-2.393452217,-3.21381052,-287.6819888,-230.933051,-310.0856007,-276.2335468
Sc,Sn,Sc-Sn,-2.067606223,-1.743908569,-2.027795149,-199.4936894,-168.2616112,-195.6525044,-187.8026016
Sc,Ta,Sc-Ta,0.552276261,0.29322492,0.244326641,53.28656284,28.2919061,23.57393905,35.05080267
Sc,Te,Sc-Te,-3.848499499,-4.014101335,-3.79950846,-371.3237826,-387.3019321,-366.5968656,-375.0741934
Sc,Ti,Sc-Ti,0.182899227,0.292152845,0.277917153,17.64709415,28.18846658,26.81493095,24.21683056
Sc,V,Sc-V,0.779648442,0.47376699,0.575517307,75.22464506,45.71156911,55.52898309,58.82173242
Sc,W,Sc-W,0.665342915,0.364495993,0.273894015,64.19583737,35.16851977,26.42675716,41.93037143
Sc,Y,Sc-Y,-0.041387814,0.118035027,0.120084027,-3.993317282,11.38864976,11.58634822,6.3272269
Sc,Zn,Sc-Zn,-0.978094416,-0.731719601,-0.604245049,-94.3717723,-70.60021451,-58.30078897,-74.4242586
Sc,Zr,Sc-Zr,-0.101540794,-0.074979118,-0.070907082,-9.797198009,-7.234385645,-6.841493963,-7.957692539
Si,Sn,Si-Sn,0.284078815,0.148277447,0.065810725,27.40944105,14.30659994,6.349770177,16.02193706
Si,Ta,Si-Ta,-1.769053767,-1.925007425,-2.049099961,-170.6877542,-185.7349959,-197.7081065,-184.7102855
Si,Te,Si-Te,-1.014292403,-0.425419155,-0.806298359,-97.86434731,-41.04671181,-77.79597129,-72.2356768
Si,Ti,Si-Ti,-3.032783459,-2.534969556,-2.735013656,-292.6191432,-244.5873995,-263.8887225,-267.0317551
Si,V,Si-V,-2.239317149,-2.285888881,-2.407426805,-216.0612765,-220.5547659,-232.2813938,-222.9658121
Si,W,Si-W,-0.649287534,-1.403232711,-1.467074505,-62.64672845,-135.3913852,-141.5511824,-113.196432
Si,Y,Si-Y,-2.905608862,-2.160225236,-3.090497754,-280.348659,-208.4300664,-298.1877265,-262.3221506
Si,Zn,Si-Zn,0.067530186,0.129117795,0.037613823,6.515672981,12.45797435,3.629182453,7.534276595
Si,Zr,Si-Zr,-2.919937388,-2.345461778,-2.860116443,-281.7311516,-226.3026771,-275.9593074,-261.3310454
Sn,Ta,Sn-Ta,0.443202525,0.242496532,0.290698309,42.76254631,23.39736039,28.04812516,31.40267729
Sn,Te,Sn-Te,-0.927216609,-1.281712341,-0.807928426,-89.46280975,-123.666451,-77.9532489,-97.02750323
Sn,Ti,Sn-Ti,-0.988521753,-0.657821292,-0.732233777,-95.37785739,-63.47011107,-70.64982498,-76.49926448
Sn,V,Sn-V,0.60347424,0.170264338,0.048630734,58.22641723,16.42801249,4.69215288,26.44886087
Sn,W,Sn-W,2.308072348,1.185704894,1.132839899,222.6951452,114.4031398,109.3024428,148.8002426
Sn,Y,Sn-Y,-2.366595968,-1.908337571,-2.034087719,-228.3418166,-184.1265994,-196.2596451,-202.9093537
Sn,Zn,Sn-Zn,0.235715486,0.278061152,0.348360754,22.74308883,26.82882484,33.61170577,27.72787315
Sn,Zr,Sn-Zr,-1.618666262,-1.290327005,-1.113042404,-156.1775647,-124.4976398,-107.3922748,-129.3558264
Ta,Te,Ta-Te,0.273324479,-0.41506347,-0.789693445,26.37180526,-40.04754002,-76.19384054,-29.9565251
Ta,Ti,Ta-Ti,0.045706719,-0.036661986,-0.135780024,4.410028299,-3.537344208,-13.10078176,-4.076032555
Ta,V,Ta-V,0.238698857,-0.027555511,-0.272643391,23.03094042,-2.658702872,-26.3060903,-1.977950917
Ta,W,Ta-W,-0.298621717,-0.313361118,-0.494579282,-28.81261794,-30.23475396,-47.71965023,-35.58900738
Ta,Y,Ta-Y,1.264769344,1.034840599,0.999732413,122.0317002,99.84694702,96.45952173,106.112723
Ta,Zn,Ta-Zn,0.197147031,-0.052750019,-0.041200179,19.02179834,-5.089603494,-3.975213255,3.318993864
Ta,Zr,Ta-Zr,0.29264477,0.242446179,0.062675285,28.23593013,23.39250199,6.047246183,19.2252261
Te,Ti,Te-Ti,-1.727060014,-2.078613685,-2.03251295,-166.6359726,-200.5557481,-196.107703,-187.7664746
Te,V,Te-V,-0.401988835,-0.692031584,-0.723123533,-38.78602942,-66.77090265,-69.7708199,-58.44258399
Te,W,Te-W,1.454655891,0.808365818,0.784107712,140.3529683,77.99545075,75.65489924,98.00110608
Te,Y,Te-Y,-4.645814545,-4.040489945,-4.39982659,-448.252996,-389.8480461,-424.5187645,-420.8732688
Te,Zn,Te-Zn,-1.338782548,-0.749075612,-0.916812889,-129.1728893,-72.27481516,-88.45900329,-96.63556924
Te,Zr,Te-Zr,-2.409745795,-2.858468791,-2.767178823,-232.5051423,-275.8003332,-266.9921895,-258.432555
Ti,V,Ti-V,0.032854513,0.04895745,0.00637205,3.169978809,4.723676209,0.614809411,2.83615481
Ti,W,Ti-W,-0.317918975,-0.205132175,-0.43967174,-30.6745204,-19.79224765,-42.42187732,-30.96288179
Ti,Y,Ti-Y,0.633453663,0.850741429,0.894141525,61.118992,82.08407601,86.27154905,76.49153902
Ti,Zn,Ti-Zn,-0.674279901,-0.446762021,-0.321711897,-65.05812553,-43.10598552,-31.04048181,-46.40153095
Ti,Zr,Ti-Zr,0.018176589,0.151919821,0.186176416,1.753774346,14.65803561,17.96329482,11.45836826
V,W,V-W,-0.257845691,-0.409147332,-0.566632745,-24.87832919,-39.47671949,-54.67175306,-39.67560058
V,Y,V-Y,1.486506531,0.793675689,1.081617385,143.4260881,76.57806868,104.3602211,108.1214593
V,Zn,V-Zn,0.107834461,-0.251762832,-0.102308201,10.40444466,-24.29142249,-9.871241582,-7.919406473
V,Zr,V-Zr,0.609184649,0.451782123,0.458871086,58.77738796,43.5903517,44.27433277,48.88069081
W,Y,W-Y,1.793316408,1.353386778,1.08343144,173.0287433,130.5819834,104.5352509,136.0486592
W,Zn,W-Zn,0.903879434,0.093247865,0.130115999,87.21111448,8.997051959,12.55428638,36.25415094
W,Zr,W-Zr,0.418331398,0.370699895,0.11287987,40.36284712,35.76710541,10.89125264,29.00706839
Y,Zn,Y-Zn,-0.83916243,-0.745043591,-0.6423843,-80.96687237,-71.88578422,-61.9806676,-71.61110806
Y,Zr,Y-Zr,0.233208517,0.335134675,0.316537267,22.5012031,32.33558306,30.54120588,28.45933068
Zn,Zr,Zn-Zr,-0.744750946,-0.508328911,-0.350477734,-71.85754826,-49.04628783,-33.8159633,-51.57326647
